date,plan_id,published_at,bias,direction,priority,entry_low,entry_high,trigger_price,stop_loss,tp1,tp2,confirmation,cancel_condition,event_risk,result,triggered_at,exit_at,exit_price,pnl_r,notes,point_basis,plan_session,plan_version
2026-07-09,B2,2026-07-09T14:30:01.722518+08:00,偏多,多,2,4133.71,4136.83,4136.83,4126.86,4146.17,4153.65,M5/M15 收在突破触发价上方，回踩不跌回压力带。,突破后快速跌回压力带内，视为假突破取消。,中,亏损,2026-07-10T03:32+08:00,2026-07-10T04:00+08:00,4126.86,-1,先触及止损,触发价来自 H1/M15 20 根高点和前日 R1 上方；止损回到压力带下方；TP 用 ATR 上扩。,europe,2026-07-09 欧盘更新 14:30
2026-07-09,S2,2026-07-09T14:30:01.722518+08:00,偏多,空,3,4018.38,4021.49,4018.38,4028.35,4009.03,4001.56,M5/M15 收在破位触发价下方，反抽不收回支撑带。,破位后快速收回支撑带内，视为假破位取消。,中,未触发,,,,,价格未进入触发价,触发价来自 H1/M15 20 根低点和前日 S1 下方；止损回到支撑带上方；TP 用 ATR 下扩。,europe,2026-07-09 欧盘更新 14:30
2026-07-09,B1,2026-07-09T20:00:02.446179+08:00,偏多,多,1,4106.57,4111.21,4111.21,4104.46,4117.54,4122.6,M5 收回触发价上方，且回踩不跌破入场区下沿。,M5 有效跌破入场区下沿，或数据/美债美元同步压制黄金。,中,亏损,2026-07-09T20:18+08:00,2026-07-09T20:41+08:00,4104.46,-1,先触及止损,ATR 给止损和目标缓冲；触发价取 M15 VWAP/枢轴上方确认；止损放回踩区下沿外；TP 参考日内阻力和 ATR 扩展。,us,2026-07-09 美盘更新 20:00
2026-07-09,B2,2026-07-09T20:00:02.446179+08:00,偏多,多,2,4133.71,4135.82,4135.82,4129.07,4142.15,4147.22,M5/M15 收在突破触发价上方，回踩不跌回压力带。,突破后快速跌回压力带内，视为假突破取消。,中,亏损,2026-07-10T01:05+08:00,2026-07-10T01:07+08:00,4129.07,-1,先触及止损,触发价来自 H1/M15 20 根高点和前日 R1 上方；止损回到压力带下方；TP 用 ATR 上扩。,us,2026-07-09 美盘更新 20:00
2026-07-09,S2,2026-07-09T20:00:02.446179+08:00,偏多,空,3,4019.38,4021.49,4019.38,4026.14,4013.05,4007.99,M5/M15 收在破位触发价下方，反抽不收回支撑带。,破位后快速收回支撑带内，视为假破位取消。,中,未触发,,,,,价格未进入触发价,触发价来自 H1/M15 20 根低点和前日 S1 下方；止损回到支撑带上方；TP 用 ATR 下扩。,us,2026-07-09 美盘更新 20:00
2026-07-10,B1,2026-07-10T06:05:01.977424+08:00,偏多,多,1,4126.28,4128.78,4128.78,4125.08,4132.28,4134.78,M5 收回触发价上方，且回踩不跌破入场区下沿。,M5 有效跌破入场区下沿，或数据/美债美元同步压制黄金。,中,亏损,2026-07-10T12:00+08:00,2026-07-10T12:02+08:00,4125.08,-1,先触及止损,ATR 给止损和目标缓冲；触发价取 M15 VWAP/枢轴上方确认；止损放回踩区下沿外；TP 参考日内阻力和 ATR 扩展。,asia,2026-07-10 亚盘初始 06:05
2026-07-10,B2,2026-07-10T06:05:01.977424+08:00,偏多,多,2,4156.51,4157.71,4157.71,4154.01,4161.21,4163.71,M5/M15 收在突破触发价上方，回踩不跌回压力带。,突破后快速跌回压力带内，视为假突破取消。,中,未触发,,,,,价格未进入触发价,触发价来自 H1/M15 20 根高点和前日 R1 上方；止损回到压力带下方；TP 用 ATR 上扩。,asia,2026-07-10 亚盘初始 06:05
2026-07-10,S2,2026-07-10T06:05:01.977424+08:00,偏多,空,3,4053.08,4054.28,4053.08,4056.78,4049.58,4047.08,M5/M15 收在破位触发价下方，反抽不收回支撑带。,破位后快速收回支撑带内，视为假破位取消。,中,未触发,,,,,价格未进入触发价,触发价来自 H1/M15 20 根低点和前日 S1 下方；止损回到支撑带上方；TP 用 ATR 下扩。,asia,2026-07-10 亚盘初始 06:05
2026-07-10,S1,2026-07-10T14:30:02.405900+08:00,偏空,空,1,4103.31,4107.9,4103.31,4109.99,4097.04,4092.02,M5 反弹失败并重新跌回触发价下方。,M5 有效站回止损区上方，或美元/美债同步下行导致黄金强反弹。,中,盈利,2026-07-10T19:33+08:00,2026-07-10T20:26+08:00,4103.31,0.469,TP1 后剩余仓位保本,ATR 给止损和目标缓冲；触发价取 M15 VWAP/枢轴下方确认；止损放反弹区上沿外；TP 参考日内支撑和 ATR 扩展。,europe,2026-07-10 欧盘更新 14:30
2026-07-10,B2,2026-07-10T14:30:02.405900+08:00,偏空,多,2,4156.51,4158.6,4158.6,4151.92,4164.87,4169.89,M5/M15 收在突破触发价上方，回踩不跌回压力带。,突破后快速跌回压力带内，视为假突破取消。,中,未触发,,,,,价格未进入触发价,触发价来自 H1/M15 20 根高点和前日 R1 上方；止损回到压力带下方；TP 用 ATR 上扩。,europe,2026-07-10 欧盘更新 14:30
2026-07-10,S2,2026-07-10T14:30:02.405900+08:00,偏空,空,3,4070.72,4072.81,4070.72,4077.41,4064.45,4059.44,M5/M15 收在破位触发价下方，反抽不收回支撑带。,破位后快速收回支撑带内，视为假破位取消。,中,未触发,,,,,价格未进入触发价,触发价来自 H1/M15 20 根低点和前日 S1 下方；止损回到支撑带上方；TP 用 ATR 下扩。,europe,2026-07-10 欧盘更新 14:30
2026-07-10,S1,2026-07-10T20:00:02.300897+08:00,偏空,空,1,4101.89,4105.99,4101.89,4107.85,4096.29,4091.81,M5 反弹失败并重新跌回触发价下方。,M5 有效站回止损区上方，或美元/美债同步下行导致黄金强反弹。,中,亏损,2026-07-10T20:17+08:00,2026-07-10T21:04+08:00,4107.85,-1,先触及止损,ATR 给止损和目标缓冲；触发价取 M15 VWAP/枢轴下方确认；止损放反弹区上沿外；TP 参考日内支撑和 ATR 扩展。,us,2026-07-10 美盘更新 20:00
2026-07-10,B2,2026-07-10T20:00:02.300897+08:00,偏空,多,2,4156.51,4158.38,4158.38,4152.41,4163.97,4168.45,M5/M15 收在突破触发价上方，回踩不跌回压力带。,突破后快速跌回压力带内，视为假突破取消。,中,未触发,,,,,价格未进入触发价,触发价来自 H1/M15 20 根高点和前日 R1 上方；止损回到压力带下方；TP 用 ATR 上扩。,us,2026-07-10 美盘更新 20:00
2026-07-10,S2,2026-07-10T20:00:02.300897+08:00,偏空,空,3,4070.95,4072.81,4070.95,4076.92,4065.35,4060.88,M5/M15 收在破位触发价下方，反抽不收回支撑带。,破位后快速收回支撑带内，视为假破位取消。,中,未触发,,,,,价格未进入触发价,触发价来自 H1/M15 20 根低点和前日 S1 下方；止损回到支撑带上方；TP 用 ATR 下扩。,us,2026-07-10 美盘更新 20:00
2026-07-13,B1,2026-07-13T06:05:02.795381+08:00,偏多,多,1,4106.49,4111.87,4111.87,4104.05,4119.21,4125.07,M5 收回触发价上方，且回踩不跌破入场区下沿。,M5 有效跌破入场区下沿，或数据/美债美元同步压制黄金。,中,未触发,,,,,价格未进入触发价,ATR 给止损和目标缓冲；触发价取 M15 VWAP/枢轴上方确认；止损放回踩区下沿外；TP 参考日内阻力和 ATR 扩展。,asia,2026-07-13 亚盘初始 06:05
2026-07-13,B2,2026-07-13T06:05:02.795381+08:00,偏多,多,2,4145.24,4147.69,4147.69,4139.86,4155.02,4160.89,M5/M15 收在突破触发价上方，回踩不跌回压力带。,突破后快速跌回压力带内，视为假突破取消。,中,未触发,,,,,价格未进入触发价,触发价来自 H1/M15 20 根高点和前日 R1 上方；止损回到压力带下方；TP 用 ATR 上扩。,asia,2026-07-13 亚盘初始 06:05
2026-07-13,S2,2026-07-13T06:05:02.795381+08:00,偏多,空,3,4071.16,4073.61,4071.16,4078.99,4063.83,4057.96,M5/M15 收在破位触发价下方，反抽不收回支撑带。,破位后快速收回支撑带内，视为假破位取消。,中,亏损,2026-07-13T09:48+08:00,2026-07-13T09:49+08:00,4078.99,-1,先触及止损,触发价来自 H1/M15 20 根低点和前日 S1 下方；止损回到支撑带上方；TP 用 ATR 下扩。,asia,2026-07-13 亚盘初始 06:05
2026-07-13,S1,2026-07-13T14:30:02.397478+08:00,偏空,空,1,4059.3,4065.86,4059.3,4068.85,4050.34,4043.18,M5 反弹失败并重新跌回触发价下方。,M5 有效站回止损区上方，或美元/美债同步下行导致黄金强反弹。,中,亏损,2026-07-13T14:31+08:00,2026-07-13T16:08+08:00,4068.85,-1,先触及止损,ATR 给止损和目标缓冲；触发价取 M15 VWAP/枢轴下方确认；止损放反弹区上沿外；TP 参考日内支撑和 ATR 扩展。,europe,2026-07-13 欧盘更新 14:30
2026-07-13,B2,2026-07-13T14:30:02.397478+08:00,偏空,多,2,4145.24,4148.23,4148.23,4138.68,4157.18,4164.35,M5/M15 收在突破触发价上方，回踩不跌回压力带。,突破后快速跌回压力带内，视为假突破取消。,中,未触发,,,,,价格未进入触发价,触发价来自 H1/M15 20 根高点和前日 R1 上方；止损回到压力带下方；TP 用 ATR 上扩。,europe,2026-07-13 欧盘更新 14:30
2026-07-13,S2,2026-07-13T14:30:02.397478+08:00,偏空,空,3,4040.88,4043.86,4040.88,4050.43,4031.92,4024.76,M5/M15 收在破位触发价下方，反抽不收回支撑带。,破位后快速收回支撑带内，视为假破位取消。,中,盈利,2026-07-14T01:00+08:00,2026-07-14T01:16+08:00,4024.76,1.313,TP2 完成,触发价来自 H1/M15 20 根低点和前日 S1 下方；止损回到支撑带上方；TP 用 ATR 下扩。,europe,2026-07-13 欧盘更新 14:30
2026-07-13,S1,2026-07-13T20:00:03.205667+08:00,偏空,空,1,4056.99,4062.25,4056.99,4064.65,4049.8,4044.05,M5 反弹失败并重新跌回触发价下方。,M5 有效站回止损区上方，或美元/美债同步下行导致黄金强反弹。,中,亏损,2026-07-13T21:41+08:00,2026-07-13T21:41+08:00,4064.65,-1,先触及止损,ATR 给止损和目标缓冲；触发价取 M15 VWAP/枢轴下方确认；止损放反弹区上沿外；TP 参考日内支撑和 ATR 扩展。,us,2026-07-13 美盘更新 20:00
2026-07-13,B2,2026-07-13T20:00:03.205667+08:00,偏空,多,2,4145.24,4147.64,4147.64,4139.97,4154.82,4160.57,M5/M15 收在突破触发价上方，回踩不跌回压力带。,突破后快速跌回压力带内，视为假突破取消。,中,未触发,,,,,价格未进入触发价,触发价来自 H1/M15 20 根高点和前日 R1 上方；止损回到压力带下方；TP 用 ATR 上扩。,us,2026-07-13 美盘更新 20:00
2026-07-13,S2,2026-07-13T20:00:03.205667+08:00,偏空,空,3,4041.47,4043.86,4041.47,4049.13,4034.28,4028.53,M5/M15 收在破位触发价下方，反抽不收回支撑带。,破位后快速收回支撑带内，视为假破位取消。,中,盈利,2026-07-14T01:00+08:00,2026-07-14T01:16+08:00,4028.53,1.314,TP2 完成,触发价来自 H1/M15 20 根低点和前日 S1 下方；止损回到支撑带上方；TP 用 ATR 下扩。,us,2026-07-13 美盘更新 20:00
2026-07-14,S1,2026-07-14T06:05:02.322297+08:00,偏空,空,1,3997.59,4000.82,3997.59,4002.29,3993.18,3989.65,M5 反弹失败并重新跌回触发价下方。,M5 有效站回止损区上方，或美元/美债同步下行导致黄金强反弹。,中,亏损,2026-07-14T06:20+08:00,2026-07-14T06:59+08:00,4002.29,-1,先触及止损,ATR 给止损和目标缓冲；触发价取 M15 VWAP/枢轴下方确认；止损放反弹区上沿外；TP 参考日内支撑和 ATR 扩展。,asia,2026-07-14 亚盘初始 06:05
2026-07-14,B2,2026-07-14T06:05:02.322297+08:00,偏空,多,2,4089.77,4091.24,4091.24,4086.54,4095.65,4099.18,M5/M15 收在突破触发价上方，回踩不跌回压力带。,突破后快速跌回压力带内，视为假突破取消。,中,未触发,,,,,价格未进入触发价,触发价来自 H1/M15 20 根高点和前日 R1 上方；止损回到压力带下方；TP 用 ATR 上扩。,asia,2026-07-14 亚盘初始 06:05
2026-07-14,S2,2026-07-14T06:05:02.322297+08:00,偏空,空,3,3956.45,3957.92,3956.45,3961.15,3952.04,3948.51,M5/M15 收在破位触发价下方，反抽不收回支撑带。,破位后快速收回支撑带内，视为假破位取消。,中,未触发,,,,,价格未进入触发价,触发价来自 H1/M15 20 根低点和前日 S1 下方；止损回到支撑带上方；TP 用 ATR 下扩。,asia,2026-07-14 亚盘初始 06:05
